Numero
5 - 11 - 16 - 23 - 34 - 36
11 - 13 - 23 - 34 - 35 - 36
5 - 21 - 28 - 32 - 33 - 36
2 - 3 - 7 - 19 - 35 - 41
12 - 16 - 19 - 22 - 25 - 37
1 - 17 - 21 - 33 - 35 - 40
10 - 22 - 24 - 36 - 40 - 41
1 - 8 - 18 - 28 - 31 - 41
3 - 7 - 13 - 29 - 33 - 37
1 - 12 - 13 - 14 - 34 - 37
20 - 22 - 28 - 30 - 31 - 35
2 - 13 - 26 - 31 - 33 - 41
4 - 10 - 12 - 23 - 32 - 36
5 - 6 - 11 - 13 - 15 - 28
1 - 11 - 12 - 17 - 18 - 31
6 - 8 - 13 - 15 - 18 - 34
7 - 9 - 29 - 33 - 34 - 36
2 - 9 - 28 - 30 - 37 - 39
4 - 7 - 8 - 28 - 36 - 39
15 - 21 - 25 - 27 - 28 - 30
18 - 23 - 25 - 34 - 35 - 41
2 - 5 - 25 - 31 - 34 - 39
1 - 10 - 14 - 25 - 33 - 40
6 - 7 - 9 - 30 - 36 - 38
8 - 17 - 28 - 30 - 33 - 34
1 - 4 - 16 - 24 - 27 - 37
2 - 4 - 18 - 20 - 27 - 41
2 - 13 - 21 - 24 - 31 - 32
9 - 16 - 25 - 34 - 36 - 40
12 - 16 - 21 - 33 - 36 - 40
10 - 14 - 21 - 35 - 37 - 39
3 - 13 - 17 - 34 - 38 - 41
7 - 16 - 21 - 25 - 30 - 36
5 - 15 - 26 - 34 - 37 - 41
6 - 8 - 15 - 26 - 37 - 41
6 - 15 - 32 - 38 - 39 - 41
7 - 25 - 28 - 29 - 38 - 40
6 - 15 - 17 - 31 - 35 - 36
1 - 9 - 15 - 26 - 32 - 40
2 - 4 - 9 - 11 - 32 - 34
12 - 17 - 26 - 30 - 34 - 41
6 - 12 - 14 - 27 - 28 - 29
11 - 14 - 25 - 29 - 34 - 38
2 - 5 - 21 - 27 - 35 - 39
11 - 13 - 20 - 21 - 24 - 29
4 - 18 - 22 - 23 - 29 - 36
3 - 4 - 30 - 35 - 38 - 39
2 - 8 - 13 - 16 - 36 - 40
2 - 8 - 10 - 13 - 23 - 24
5 - 11 - 16 - 33 - 34 - 35
1 - 16 - 17 - 18 - 35 - 38
6 - 12 - 22 - 29 - 33 - 39
3 - 6 - 9 - 13 - 32 - 39
2 - 14 - 30 - 33 - 36 - 40
1 - 8 - 14 - 16 - 23 - 28
3 - 15 - 16 - 17 - 32 - 38
1 - 23 - 27 - 30 - 33 - 41
2 - 4 - 10 - 11 - 16 - 26
3 - 11 - 16 - 20 - 21 - 40
5 - 13 - 18 - 25 - 27 - 34
10 - 18 - 19 - 27 - 35 - 37
8 - 12 - 13 - 20 - 29 - 40
6 - 9 - 16 - 21 - 24 - 41
1 - 3 - 6 - 10 - 22 - 30
3 - 13 - 19 - 39 - 40 - 41
4 - 11 - 17 - 24 - 25 - 41
11 - 16 - 24 - 29 - 33 - 39
2 - 13 - 14 - 24 - 33 - 36
3 - 11 - 18 - 19 - 21 - 24
5 - 14 - 27 - 29 - 33 - 37
8 - 12 - 27 - 28 - 30 - 33
2 - 16 - 19 - 20 - 30 - 34
13 - 17 - 19 - 23 - 29 - 40
7 - 9 - 11 - 30 - 34 - 38
1 - 2 - 14 - 32 - 39 - 40
3 - 9 - 12 - 18 - 27 - 40
6 - 10 - 28 - 34 - 37 - 41
10 - 13 - 15 - 28 - 35 - 41
1 - 4 - 5 - 8 - 16 - 23
4 - 5 - 9 - 11 - 25 - 33
10 - 21 - 23 - 26 - 28 - 32
15 - 17 - 20 - 29 - 33 - 37
7 - 13 - 17 - 26 - 28 - 36
11 - 14 - 19 - 20 - 28 - 40
4 - 9 - 14 - 17 - 33 - 36
9 - 13 - 23 - 25 - 27 - 40
1 - 22 - 23 - 24 - 31 - 36
10 - 15 - 30 - 33 - 38 - 41
8 - 10 - 15 - 22 - 30 - 39
6 - 15 - 35 - 37 - 39 - 41
4 - 18 - 32 - 38 - 39 - 41
6 - 9 - 24 - 30 - 32 - 33
11 - 18 - 20 - 25 - 26 - 33
5 - 6 - 17 - 24 - 33 - 39
1 - 16 - 17 - 25 - 29 - 35
8 - 9 - 11 - 15 - 16 - 34
6 - 8 - 18 - 23 - 26 - 38
2 - 5 - 18 - 22 - 32 - 36
4 - 7 - 10 - 18 - 29 - 30
15 - 19 - 21 - 23 - 29 - 39
10 - 12 - 13 - 24 - 32 - 39
5 - 11 - 12 - 18 - 29 - 38
10 - 13 - 14 - 22 - 38 - 40
1 - 15 - 16 - 21 - 27 - 33
7 - 15 - 22 - 29 - 31 - 33
11 - 20 - 26 - 33 - 35 - 39
13 - 15 - 27 - 29 - 33 - 38
3 - 6 - 13 - 14 - 19 - 25
2 - 6 - 18 - 21 - 22 - 36
7 - 16 - 18 - 30 - 38 - 39
1 - 12 - 14 - 17 - 36 - 41
3 - 16 - 21 - 22 - 33 - 35
8 - 21 - 22 - 30 - 33 - 38
2 - 3 - 10 - 26 - 30 - 39
6 - 7 - 8 - 13 - 35 - 37
3 - 4 - 15 - 21 - 38 - 39
3 - 9 - 10 - 18 - 39 - 41
1 - 5 - 10 - 16 - 26 - 32
2 - 8 - 17 - 31 - 39 - 41
3 - 18 - 27 - 28 - 34 - 37
1 - 11 - 12 - 20 - 21 - 35
3 - 17 - 29 - 30 - 31 - 35
2 - 8 - 28 - 33 - 36 - 38
3 - 13 - 16 - 33 - 34 - 41
3 - 9 - 11 - 25 - 26 - 36
1 - 3 - 13 - 14 - 33 - 39
1 - 3 - 14 - 22 - 25 - 34
6 - 11 - 13 - 22 - 26 - 36
1 - 2 - 13 - 24 - 33 - 40
1 - 6 - 9 - 22 - 33 - 36
1 - 13 - 21 - 23 - 29 - 41
2 - 11 - 19 - 22 - 25 - 40
1 - 2 - 13 - 15 - 16 - 32
17 - 18 - 21 - 28 - 39 - 41
1 - 4 - 10 - 14 - 15 - 36
3 - 8 - 13 - 21 - 26 - 40
10 - 12 - 22 - 28 - 32 - 34
15 - 23 - 31 - 33 - 34 - 35
11 - 14 - 22 - 25 - 26 - 29
8 - 9 - 11 - 17 - 22 - 39
5 - 24 - 28 - 33 - 35 - 38
1 - 12 - 17 - 23 - 25 - 35
1 - 2 - 31 - 32 - 36 - 41
3 - 16 - 19 - 24 - 28 - 33
13 - 17 - 20 - 32 - 34 - 40
6 - 7 - 9 - 14 - 17 - 27
1 - 4 - 12 - 26 - 28 - 36
2 - 11 - 27 - 39 - 40 - 41
1 - 14 - 15 - 26 - 28 - 35
6 - 19 - 28 - 30 - 33 - 36
7 - 12 - 19 - 28 - 31 - 41
1 - 6 - 10 - 12 - 24 - 38
21 - 27 - 30 - 31 - 35 - 39
5 - 16 - 18 - 26 - 27 - 38
3 - 23 - 31 - 32 - 35 - 38
1 - 13 - 24 - 29 - 31 - 34
2 - 4 - 21 - 32 - 34 - 35
3 - 12 - 24 - 35 - 36 - 37
1 - 11 - 12 - 18 - 26 - 30
1 - 5 - 6 - 18 - 29 - 37
3 - 9 - 16 - 19 - 31 - 36
1 - 14 - 16 - 29 - 31 - 32
1 - 10 - 17 - 23 - 32 - 34
21 - 28 - 29 - 30 - 34 - 37
19 - 24 - 35 - 37 - 38 - 39
5 - 6 - 25 - 27 - 32 - 41
2 - 17 - 22 - 23 - 29 - 31
1 - 9 - 22 - 24 - 27 - 36
9 - 17 - 20 - 25 - 27 - 35
1 - 2 - 15 - 28 - 29 - 39
5 - 6 - 14 - 18 - 19 - 38
8 - 21 - 32 - 34 - 35 - 38
11 - 16 - 18 - 26 - 27 - 28
2 - 17 - 19 - 22 - 34 - 41
2 - 5 - 19 - 23 - 25 - 36
2 - 20 - 22 - 30 - 38 - 41
12 - 15 - 27 - 29 - 30 - 41
1 - 6 - 19 - 29 - 36 - 39
4 - 7 - 16 - 26 - 35 - 39
5 - 13 - 21 - 29 - 34 - 38
5 - 10 - 28 - 30 - 33 - 35
6 - 23 - 28 - 38 - 40 - 41
9 - 20 - 24 - 26 - 30 - 38
6 - 22 - 31 - 32 - 35 - 38
5 - 6 - 24 - 29 - 33 - 34
2 - 7 - 21 - 24 - 26 - 33
12 - 21 - 27 - 30 - 36 - 40
7 - 17 - 22 - 28 - 29 - 30
9 - 15 - 16 - 19 - 36 - 41
7 - 8 - 20 - 24 - 25 - 37
4 - 21 - 27 - 28 - 31 - 35
7 - 10 - 12 - 18 - 23 - 36
5 - 11 - 15 - 19 - 20 - 35
7 - 8 - 14 - 24 - 29 - 40
3 - 5 - 6 - 10 - 15 - 22
2 - 8 - 17 - 19 - 28 - 35
2 - 6 - 18 - 27 - 30 - 34
4 - 7 - 20 - 24 - 27 - 35
1 - 10 - 11 - 12 - 16 - 33
4 - 7 - 12 - 19 - 21 - 28
3 - 12 - 16 - 21 - 27 - 35
13 - 16 - 21 - 29 - 31 - 33
2 - 20 - 24 - 26 - 30 - 34
6 - 7 - 10 - 24 - 28 - 30
1 - 10 - 11 - 25 - 36 - 40
6 - 14 - 18 - 19 - 34 - 35
5 - 14 - 17 - 18 - 23 - 39
4 - 13 - 17 - 26 - 35 - 41
1 - 6 - 7 - 10 - 20 - 31
3 - 16 - 19 - 24 - 28 - 38
10 - 18 - 20 - 22 - 32 - 36
5 - 12 - 13 - 16 - 34 - 35
4 - 7 - 19 - 21 - 40 - 41
6 - 9 - 16 - 25 - 28 - 32
12 - 28 - 32 - 34 - 38 - 41
4 - 7 - 22 - 25 - 31 - 37
3 - 4 - 5 - 15 - 19 - 24
4 - 5 - 27 - 30 - 38 - 40
3 - 15 - 20 - 27 - 31 - 41
13 - 16 - 19 - 31 - 39 - 41
14 - 17 - 19 - 29 - 31 - 35
1 - 5 - 11 - 12 - 17 - 32
3 - 12 - 22 - 35 - 36 - 38
2 - 7 - 12 - 14 - 16 - 36
4 - 6 - 12 - 13 - 20 - 27
6 - 11 - 21 - 26 - 29 - 31
2 - 3 - 4 - 5 - 11 - 40
4 - 10 - 15 - 24 - 25 - 35
4 - 12 - 26 - 30 - 37 - 39
8 - 9 - 16 - 21 - 24 - 39
15 - 24 - 29 - 38 - 39 - 41
2 - 3 - 11 - 15 - 30 - 31
4 - 6 - 13 - 25 - 28 - 33
1 - 11 - 18 - 27 - 28 - 30
3 - 9 - 16 - 19 - 25 - 30
11 - 12 - 21 - 30 - 38 - 39
12 - 14 - 23 - 24 - 26 - 31
3 - 5 - 12 - 14 - 20 - 22
13 - 18 - 20 - 26 - 30 - 39
5 - 7 - 8 - 11 - 14 - 20
5 - 10 - 32 - 33 - 36 - 37
2 - 13 - 25 - 29 - 33 - 35
9 - 13 - 18 - 21 - 32 - 38
20 - 23 - 28 - 30 - 35 - 41
1 - 2 - 3 - 14 - 29 - 32
7 - 8 - 14 - 18 - 25 - 28
3 - 5 - 17 - 23 - 24 - 35
4 - 15 - 20 - 27 - 28 - 34
9 - 20 - 25 - 27 - 37 - 38
13 - 16 - 18 - 21 - 26 - 38
19 - 22 - 24 - 25 - 26 - 39
1 - 3 - 13 - 14 - 28 - 32
2 - 10 - 15 - 27 - 37 - 41
24 - 28 - 35 - 36 - 38 - 39
5 - 9 - 11 - 13 - 29 - 41
1 - 5 - 6 - 19 - 29 - 31
10 - 18 - 23 - 28 - 30 - 37
3 - 7 - 8 - 9 - 11 - 22
8 - 14 - 20 - 22 - 34 - 38
6 - 9 - 21 - 28 - 31 - 35
13 - 19 - 20 - 23 - 25 - 29
4 - 7 - 18 - 25 - 30 - 40
7 - 20 - 21 - 22 - 38 - 40
7 - 8 - 11 - 14 - 19 - 35
5 - 11 - 22 - 24 - 31 - 37
10 - 13 - 27 - 30 - 33 - 40
7 - 8 - 16 - 22 - 29 - 30
4 - 5 - 14 - 22 - 28 - 38
12 - 18 - 19 - 28 - 30 - 39
2 - 4 - 10 - 14 - 27 - 41
18 - 19 - 24 - 26 - 35 - 37
3 - 10 - 13 - 27 - 32 - 41
1 - 2 - 9 - 10 - 33 - 38
4 - 7 - 13 - 18 - 29 - 33
4 - 15 - 23 - 27 - 33 - 36
2 - 5 - 17 - 22 - 32 - 34
13 - 15 - 20 - 31 - 36 - 38
9 - 15 - 23 - 30 - 32 - 37
8 - 31 - 32 - 38 - 39 - 40
1 - 12 - 13 - 22 - 29 - 33
5 - 22 - 23 - 28 - 29 - 41
10 - 13 - 32 - 35 - 38 - 41
13 - 18 - 20 - 21 - 29 - 34
1 - 7 - 19 - 24 - 32 - 33
3 - 4 - 6 - 19 - 28 - 39
8 - 12 - 14 - 17 - 34 - 37
1 - 12 - 15 - 27 - 39 - 41
18 - 20 - 21 - 28 - 36 - 39
2 - 3 - 6 - 13 - 23 - 30
2 - 7 - 15 - 20 - 25 - 28
6 - 8 - 16 - 26 - 28 - 40
5 - 15 - 16 - 24 - 36 - 41
6 - 12 - 20 - 21 - 26 - 33
14 - 15 - 22 - 26 - 32 - 35
5 - 6 - 7 - 11 - 14 - 24
6 - 7 - 9 - 21 - 25 - 35
8 - 23 - 24 - 27 - 29 - 39
2 - 13 - 22 - 33 - 38 - 40
26 - 29 - 33 - 38 - 40 - 41
1 - 5 - 20 - 25 - 26 - 27
11 - 12 - 20 - 30 - 38 - 39
2 - 9 - 17 - 24 - 32 - 35
5 - 11 - 16 - 19 - 21 - 38
5 - 16 - 24 - 26 - 28 - 36
2 - 8 - 9 - 16 - 17 - 35
8 - 9 - 22 - 29 - 33 - 36
7 - 14 - 16 - 23 - 25 - 41
5 - 6 - 10 - 18 - 26 - 39
3 - 9 - 11 - 18 - 19 - 21
5 - 8 - 13 - 23 - 29 - 38
2 - 9 - 12 - 21 - 26 - 40
10 - 11 - 22 - 23 - 31 - 34
10 - 19 - 23 - 27 - 39 - 41
3 - 10 - 23 - 26 - 35 - 37
7 - 12 - 16 - 20 - 25 - 32
4 - 5 - 16 - 36 - 37 - 38
2 - 8 - 10 - 19 - 23 - 32
3 - 4 - 14 - 18 - 33 - 34
15 - 18 - 22 - 24 - 26 - 33
3 - 18 - 20 - 21 - 28 - 35
6 - 8 - 18 - 23 - 24 - 32
7 - 9 - 11 - 13 - 21 - 25
4 - 15 - 22 - 36 - 39 - 40
3 - 12 - 17 - 25 - 37 - 39
6 - 17 - 22 - 26 - 30 - 37
2 - 12 - 16 - 21 - 36 - 41
7 - 21 - 30 - 31 - 38 - 40
2 - 10 - 16 - 27 - 39 - 40
16 - 20 - 22 - 25 - 31 - 32
1 - 8 - 9 - 23 - 25 - 37
12 - 18 - 30 - 31 - 34 - 37
9 - 18 - 23 - 24 - 31 - 35
5 - 9 - 14 - 26 - 27 - 38
1 - 20 - 22 - 27 - 28 - 39
10 - 11 - 13 - 27 - 35 - 38
8 - 9 - 23 - 26 - 32 - 39
12 - 18 - 23 - 27 - 34 - 36
4 - 7 - 12 - 16 - 22 - 37
16 - 22 - 35 - 37 - 38 - 41
3 - 15 - 16 - 21 - 32 - 33
13 - 15 - 21 - 31 - 34 - 39
1 - 2 - 17 - 23 - 30 - 33
2 - 5 - 14 - 15 - 21 - 30
8 - 11 - 23 - 25 - 33 - 34
5 - 9 - 17 - 23 - 26 - 39
11 - 14 - 16 - 20 - 25 - 32
1 - 13 - 20 - 35 - 37 - 39
12 - 17 - 20 - 26 - 32 - 37
5 - 12 - 16 - 19 - 38 - 40
1 - 2 - 25 - 36 - 38 - 40
5 - 9 - 10 - 17 - 28 - 41
12 - 18 - 19 - 20 - 23 - 40
3 - 9 - 15 - 31 - 33 - 40
2 - 14 - 18 - 34 - 38 - 40
6 - 17 - 21 - 24 - 30 - 39
6 - 11 - 18 - 23 - 27 - 31
2 - 9 - 11 - 21 - 22 - 25
8 - 9 - 10 - 20 - 35 - 36
2 - 8 - 23 - 29 - 31 - 34
3 - 7 - 23 - 29 - 38 - 40
4 - 7 - 13 - 18 - 31 - 35
5 - 10 - 11 - 16 - 30 - 33
1 - 2 - 7 - 10 - 17 - 32
6 - 14 - 31 - 38 - 40 - 41
8 - 15 - 23 - 24 - 33 - 34
7 - 8 - 9 - 10 - 12 - 39
5 - 8 - 20 - 22 - 34 - 41
7 - 13 - 15 - 18 - 29 - 40
3 - 8 - 22 - 30 - 38 - 39
8 - 22 - 26 - 30 - 36 - 41
2 - 10 - 24 - 25 - 32 - 33
8 - 10 - 22 - 26 - 36 - 37
2 - 17 - 18 - 19 - 34 - 38
1 - 4 - 31 - 32 - 35 - 36
5 - 12 - 18 - 26 - 37 - 39
4 - 14 - 17 - 20 - 29 - 34
10 - 14 - 19 - 22 - 31 - 32
3 - 5 - 8 - 15 - 19 - 28
2 - 6 - 8 - 10 - 12 - 18
8 - 10 - 14 - 29 - 34 - 41
9 - 14 - 15 - 27 - 35 - 39
1 - 3 - 9 - 23 - 34 - 39
7 - 10 - 16 - 18 - 22 - 23
3 - 18 - 24 - 25 - 30 - 33
15 - 18 - 21 - 25 - 30 - 32
3 - 4 - 5 - 20 - 23 - 31
6 - 8 - 11 - 24 - 32 - 38
16 - 21 - 28 - 30 - 31 - 34
2 - 5 - 11 - 24 - 28 - 31
3 - 16 - 19 - 29 - 31 - 35
8 - 15 - 28 - 29 - 39 - 40
5 - 9 - 27 - 29 - 34 - 41
17 - 19 - 23 - 31 - 34 - 40
2 - 12 - 19 - 26 - 28 - 37
2 - 23 - 28 - 33 - 36 - 40
5 - 17 - 25 - 27 - 28 - 37
17 - 23 - 24 - 26 - 40 - 41
6 - 7 - 20 - 30 - 36 - 41
1 - 4 - 23 - 26 - 38 - 40
6 - 14 - 15 - 17 - 21 - 40
19 - 20 - 24 - 27 - 30 - 33
1 - 12 - 20 - 28 - 29 - 31
2 - 4 - 6 - 19 - 29 - 35
7 - 17 - 18 - 23 - 25 - 33
3 - 8 - 14 - 17 - 18 - 35
5 - 12 - 24 - 25 - 30 - 32
1 - 2 - 4 - 8 - 23 - 27
4 - 7 - 8 - 18 - 23 - 40
15 - 22 - 25 - 28 - 34 - 40
2 - 13 - 15 - 27 - 33 - 38
2 - 3 - 6 - 17 - 31 - 40
4 - 8 - 25 - 26 - 33 - 40
9 - 13 - 24 - 34 - 36 - 41
6 - 9 - 10 - 22 - 25 - 40
16 - 23 - 25 - 30 - 33 - 37
6 - 12 - 14 - 18 - 32 - 35
3 - 4 - 8 - 15 - 25 - 36
2 - 7 - 13 - 15 - 29 - 34
9 - 11 - 14 - 18 - 21 - 27
6 - 26 - 30 - 31 - 33 - 38
2 - 11 - 12 - 24 - 30 - 36
13 - 24 - 31 - 32 - 38 - 39
5 - 12 - 17 - 23 - 33 - 38
5 - 10 - 12 - 26 - 27 - 39
10 - 18 - 26 - 31 - 39 - 41
5 - 9 - 11 - 22 - 24 - 25
5 - 8 - 17 - 18 - 29 - 36
2 - 3 - 14 - 29 - 34 - 38
1 - 7 - 8 - 13 - 22 - 35
17 - 19 - 20 - 21 - 39 - 41
2 - 8 - 10 - 22 - 26 - 27
7 - 10 - 25 - 30 - 37 - 38
3 - 7 - 10 - 27 - 35 - 36
1 - 8 - 10 - 15 - 22 - 27
8 - 17 - 26 - 30 - 38 - 40
2 - 3 - 6 - 10 - 16 - 28
2 - 25 - 28 - 33 - 39 - 41
5 - 11 - 16 - 20 - 24 - 33
4 - 14 - 17 - 24 - 36 - 40
2 - 5 - 17 - 19 - 38 - 40
4 - 6 - 16 - 18 - 25 - 30
1 - 7 - 27 - 35 - 36 - 39
8 - 9 - 10 - 18 - 34 - 41
6 - 10 - 28 - 32 - 34 - 40
23 - 25 - 28 - 33 - 34 - 38
2 - 13 - 16 - 24 - 25 - 31
1 - 7 - 16 - 21 - 37 - 38
2 - 8 - 13 - 14 - 23 - 29
1 - 12 - 13 - 15 - 18 - 39
1 - 8 - 13 - 15 - 34 - 39
15 - 28 - 29 - 31 - 38 - 40
7 - 26 - 30 - 31 - 35 - 41
1 - 7 - 17 - 21 - 29 - 30
5 - 14 - 18 - 27 - 36 - 38
2 - 6 - 14 - 22 - 32 - 38
5 - 6 - 7 - 10 - 32 - 40
11 - 12 - 17 - 22 - 39 - 40
8 - 18 - 19 - 29 - 35 - 39
8 - 9 - 12 - 24 - 35 - 39
8 - 10 - 14 - 24 - 33 - 40
10 - 24 - 28 - 30 - 34 - 38
1 - 5 - 19 - 21 - 26 - 40
1 - 2 - 9 - 25 - 36 - 41
15 - 17 - 22 - 28 - 35 - 40
6 - 10 - 15 - 18 - 24 - 32
3 - 10 - 22 - 25 - 31 - 33
2 - 9 - 11 - 15 - 18 - 20
8 - 11 - 24 - 27 - 37 - 38
10 - 11 - 12 - 17 - 38 - 40
1 - 3 - 8 - 13 - 17 - 38
8 - 12 - 13 - 21 - 22 - 32
14 - 18 - 29 - 37 - 38 - 39
7 - 14 - 15 - 21 - 24 - 30
7 - 16 - 32 - 33 - 38 - 39
3 - 8 - 10 - 20 - 21 - 36
5 - 7 - 12 - 25 - 26 - 41
1 - 4 - 5 - 10 - 21 - 28
15 - 27 - 29 - 35 - 40 - 41
7 - 12 - 28 - 31 - 32 - 33
1 - 9 - 13 - 33 - 35 - 37
4 - 13 - 16 - 17 - 23 - 32
3 - 8 - 9 - 13 - 17 - 27
6 - 18 - 27 - 28 - 31 - 34
8 - 10 - 11 - 29 - 34 - 39
23 - 24 - 28 - 32 - 35 - 40
9 - 11 - 19 - 28 - 33 - 37
5 - 7 - 18 - 23 - 24 - 27
3 - 18 - 19 - 23 - 24 - 41
4 - 7 - 11 - 21 - 27 - 29
11 - 15 - 19 - 24 - 32 - 34
3 - 6 - 19 - 25 - 28 - 40
5 - 12 - 19 - 31 - 34 - 39
3 - 19 - 21 - 25 - 32 - 35
1 - 12 - 13 - 18 - 29 - 34
17 - 18 - 20 - 25 - 28 - 35
3 - 7 - 15 - 24 - 28 - 33
1 - 2 - 13 - 34 - 36 - 40
2 - 7 - 10 - 14 - 34 - 40
12 - 13 - 19 - 21 - 26 - 32
15 - 19 - 22 - 25 - 31 - 41
8 - 14 - 18 - 23 - 29 - 41
1 - 10 - 13 - 17 - 19 - 30
1 - 13 - 14 - 15 - 24 - 40
2 - 3 - 11 - 19 - 23 - 24
12 - 19 - 22 - 37 - 38 - 40
12 - 15 - 16 - 17 - 19 - 25
13 - 17 - 27 - 32 - 33 - 38
2 - 3 - 9 - 17 - 22 - 37
5 - 6 - 12 - 20 - 23 - 33
3 - 5 - 17 - 22 - 27 - 30
19 - 25 - 27 - 28 - 32 - 40
1 - 6 - 16 - 26 - 36 - 38
4 - 6 - 9 - 12 - 23 - 40
5 - 16 - 21 - 24 - 25 - 31
1 - 9 - 14 - 34 - 36 - 38
2 - 3 - 4 - 6 - 15 - 28
2 - 14 - 23 - 24 - 30 - 34
2 - 4 - 16 - 30 - 33 - 40
7 - 9 - 17 - 27 - 35 - 38
4 - 14 - 18 - 29 - 30 - 41
1 - 12 - 18 - 25 - 27 - 34
7 - 18 - 24 - 36 - 38 - 41
4 - 11 - 12 - 13 - 32 - 36
